Age,BodyweightKg,BestSquatKg,BestDeadliftKg,BestBenchKg,RelativeSquatStrength,RelativeDeadliftStrength,Equipment_Index,Equipment_Raw,Equipment_Single-ply,Equipment_Wraps,Sex_M,AgeCategory
20.0,79.74,142.5,150.0,90.0,1.7870579382994733,1.8811136192626037,1,True,False,False,True,Junior
33.0,64.64,152.5,185.0,75.0,2.359220297029703,2.8620049504950495,1,True,False,False,True,Open
44.5,75.52,106.59,122.47,74.84,1.4114141949152543,1.621689618644068,2,False,False,True,False,Masters 1
24.0,67.0,127.5,172.5,102.5,1.9029850746268657,2.574626865671642,1,True,False,False,True,Open
26.0,55.5,80.0,110.0,40.0,1.4414414414414414,1.981981981981982,1,True,False,False,False,Open
31.0,118.4,165.0,167.5,100.0,1.393581081081081,1.4146959459459458,2,False,False,True,False,Open
24.0,57.2,85.0,110.0,42.5,1.486013986013986,1.923076923076923,1,True,False,False,False,Open
25.0,94.71,199.58,249.48,167.83,2.1072748389821565,2.6341463414634148,4,False,False,False,True,Open
29.0,81.5,115.0,137.5,60.0,1.4110429447852761,1.687116564417178,1,True,False,False,False,Open
54.0,89.6,282.5,295.0,197.5,3.152901785714286,3.2924107142857144,3,False,True,False,True,Masters 2
28.0,110.0,252.5,342.5,195.0,2.2954545454545454,3.1136363636363638,1,True,False,False,True,Open
16.5,73.0,227.5,245.0,130.0,3.1164383561643834,3.356164383561644,1,True,False,False,True,Sub-Junior
35.5,116.0,85.0,85.0,160.0,0.7327586206896551,0.7327586206896551,3,False,True,False,False,Open
30.0,85.3,170.0,185.0,107.5,1.992966002344666,2.168815943728019,1,True,False,False,True,Open
34.0,98.43,170.0,207.5,115.0,1.7271157167530222,2.108097124860307,2,False,False,True,True,Open
26.0,109.59,267.5,245.0,177.5,2.4409161419837577,2.2356054384524136,2,False,False,True,True,Open
22.5,58.9,185.0,215.0,130.0,3.140916808149406,3.6502546689303905,1,True,False,False,True,Junior
30.0,98.35,237.5,255.0,170.0,2.4148449415353332,2.5927808845958316,2,False,False,True,True,Open
52.5,108.1,152.5,187.5,82.5,1.4107308048103608,1.7345050878815913,1,True,False,False,False,Masters 2
21.5,51.45,112.5,146.0,66.5,2.186588921282799,2.837706511175899,1,True,False,False,False,Junior
17.0,90.0,206.38,183.7,149.69,2.293111111111111,2.041111111111111,1,True,False,False,True,Sub-Junior
21.5,81.8,212.5,247.5,145.0,2.597799511002445,3.0256723716381417,1,True,False,False,True,Junior
22.0,104.0,280.0,287.5,152.5,2.6923076923076925,2.764423076923077,1,True,False,False,True,Junior
51.5,88.98,215.0,210.0,160.0,2.4162733198471567,2.360080917060013,3,False,True,False,True,Masters 2
23.5,57.2,125.0,147.5,70.0,2.1853146853146854,2.5786713286713288,1,True,False,False,True,Open
20.5,90.35,185.0,240.0,145.0,2.0475926950747096,2.6563364692861096,1,True,False,False,True,Junior
22.0,68.4,210.0,257.5,117.5,3.070175438596491,3.764619883040935,1,True,False,False,True,Junior
24.5,72.7,150.0,195.0,117.5,2.063273727647868,2.6822558459422283,1,True,False,False,True,Open
21.5,92.65,187.5,247.5,112.5,2.0237452779276848,2.6713437668645437,1,True,False,False,True,Junior
24.5,80.0,182.5,230.0,100.0,2.28125,2.875,3,False,True,False,True,Open
25.5,66.9,105.0,122.5,55.0,1.569506726457399,1.8310911808669654,1,True,False,False,False,Open
17.5,59.15,162.5,167.5,85.0,2.7472527472527473,2.8317836010143704,1,True,False,False,True,Sub-Junior
28.0,65.9,90.0,145.0,50.0,1.3657056145675264,2.2003034901365703,1,True,False,False,False,Open
29.0,88.4,182.5,200.0,137.5,2.0644796380090495,2.262443438914027,1,True,False,False,True,Open
38.5,70.7,207.5,232.5,150.0,2.9349363507779347,3.2885431400282883,1,True,False,False,True,Masters 1
21.5,95.6,190.0,227.5,150.0,1.98744769874477,2.3797071129707112,1,True,False,False,True,Junior
26.0,65.3,115.0,165.0,62.5,1.761102603369066,2.5267993874425727,1,True,False,False,False,Open
41.0,111.22,195.0,215.0,165.0,1.7532817838518253,1.9331055565545765,1,True,False,False,True,Masters 1
27.0,66.6,127.5,127.5,57.5,1.9144144144144146,1.9144144144144146,1,True,False,False,False,Open
15.5,65.9,155.0,190.0,102.5,2.352048558421851,2.8831562974203337,1,True,False,False,True,Sub-Junior
30.0,68.22,106.59,136.08,52.16,1.5624450307827618,1.9947229551451189,2,False,False,True,False,Open
19.5,62.45,135.0,167.5,82.5,2.161729383506805,2.6821457165732583,1,True,False,False,False,Junior
23.0,67.2,127.5,172.5,72.5,1.8973214285714284,2.5669642857142856,1,True,False,False,False,Open
21.5,77.4,192.5,260.0,122.5,2.487080103359173,3.3591731266149867,1,True,False,False,True,Junior
31.5,112.6,205.0,250.0,160.0,1.8206039076376554,2.2202486678507993,1,True,False,False,True,Open
30.0,130.0,170.0,232.5,145.0,1.3076923076923077,1.7884615384615385,1,True,False,False,True,Open
36.0,134.7,275.0,320.0,192.5,2.0415738678544915,2.3756495916852267,1,True,False,False,True,Open
28.0,118.6,180.0,250.0,130.0,1.5177065767284992,2.1079258010118043,1,True,False,False,True,Open
20.0,81.5,305.0,272.5,215.0,3.7423312883435584,3.3435582822085887,3,False,True,False,True,Junior
31.0,70.4,107.5,120.0,47.5,1.5269886363636362,1.7045454545454544,2,False,False,True,False,Open
21.0,83.6,200.0,205.0,127.5,2.3923444976076556,2.452153110047847,1,True,False,False,True,Junior
21.5,115.1,252.5,260.0,170.0,2.1937445699391835,2.2589052997393573,1,True,False,False,True,Junior
27.5,74.88,345.0,260.0,245.0,4.607371794871795,3.4722222222222223,3,False,True,False,True,Open
22.5,120.25,252.5,270.0,172.5,2.0997920997921,2.2453222453222454,1,True,False,False,True,Junior
23.0,116.21,192.5,230.0,115.0,1.6564839514671716,1.9791756303244128,2,False,False,True,True,Open
21.0,74.3,124.74,156.49,72.57,1.6788694481830417,2.106191117092867,1,True,False,False,True,Junior
15.0,114.12,155.0,160.0,92.5,1.3582194181563265,1.4020329477742726,2,False,False,True,True,Sub-Junior
34.0,142.0,300.0,295.0,205.0,2.112676056338028,2.0774647887323945,2,False,False,True,True,Open
23.5,73.14,157.5,227.5,142.5,2.1534044298605415,3.1104730653541153,1,True,False,False,True,Open
29.0,136.5,202.5,150.0,100.0,1.4835164835164836,1.098901098901099,2,False,False,True,False,Open
21.5,83.9,195.0,207.5,105.0,2.3241954707985695,2.473182359952324,1,True,False,False,False,Junior
32.5,61.73,137.5,152.5,75.0,2.227442086505751,2.470435768670015,1,True,False,False,False,Open
19.0,128.6,235.0,245.0,160.0,1.8273716951788492,1.9051321928460343,1,True,False,False,True,Junior
16.5,86.7,70.0,90.0,45.0,0.8073817762399077,1.0380622837370241,3,False,True,False,False,Sub-Junior
29.0,123.7,242.5,282.5,160.0,1.9603880355699272,2.2837510105092966,2,False,False,True,True,Open
22.5,70.4,165.0,227.5,117.5,2.34375,3.231534090909091,1,True,False,False,True,Junior
31.0,80.8,190.0,262.5,150.0,2.3514851485148514,3.248762376237624,1,True,False,False,True,Open
32.0,59.9,90.0,122.5,62.5,1.5025041736227045,2.0450751252086814,1,True,False,False,False,Open
37.0,74.66,130.0,205.5,102.5,1.7412268952585053,2.7524778998124835,1,True,False,False,True,Open
22.0,55.8,117.5,112.5,37.5,2.1057347670250897,2.0161290322580645,2,False,False,True,False,Junior
19.0,89.5,155.0,195.0,132.5,1.7318435754189945,2.17877094972067,1,True,False,False,True,Junior
21.0,108.25,245.0,250.0,150.0,2.2632794457274827,2.3094688221709005,1,True,False,False,True,Junior
41.5,77.9,155.0,172.5,75.0,1.9897304236200255,2.214377406931964,1,True,False,False,False,Masters 1
20.0,105.0,260.0,267.5,160.0,2.4761904761904763,2.5476190476190474,1,True,False,False,True,Junior
24.0,67.31,199.58,229.06,120.2,2.965086911305898,3.4030604664982915,2,False,False,True,True,Open
35.0,66.45,83.91,106.59,43.09,1.2627539503386003,1.6040632054176072,2,False,False,True,False,Open
24.5,55.4,125.0,160.0,67.5,2.256317689530686,2.888086642599278,1,True,False,False,False,Open
21.5,71.6,127.5,157.5,47.5,1.7807262569832403,2.1997206703910615,1,True,False,False,False,Junior
24.0,116.66,282.5,297.5,197.5,2.4215669466826677,2.550145722612721,1,True,False,False,True,Open
32.0,117.4,357.5,332.5,240.0,3.045144804088586,2.832197614991482,1,True,False,False,True,Open
36.0,75.6,175.0,187.5,120.0,2.314814814814815,2.4801587301587302,3,False,True,False,False,Open
31.5,91.5,185.0,247.5,147.5,2.021857923497268,2.7049180327868854,1,True,False,False,True,Open
19.0,132.45,282.5,257.5,170.0,2.1328803322008305,1.944129860324651,1,True,False,False,True,Junior
16.5,61.56,122.5,145.0,65.0,1.9899285250162442,2.355425601039636,1,True,False,False,False,Sub-Junior
21.5,90.0,210.0,255.0,125.0,2.3333333333333335,2.8333333333333335,1,True,False,False,True,Junior
26.0,65.0,142.5,155.0,65.0,2.1923076923076925,2.3846153846153846,1,True,False,False,False,Open
20.0,74.0,155.0,187.0,92.5,2.0945945945945947,2.527027027027027,1,True,False,False,True,Junior
21.0,121.74,290.0,300.0,200.0,2.382125841958272,2.464268112370626,1,True,False,False,True,Junior
19.0,88.5,200.0,182.5,132.5,2.2598870056497176,2.062146892655367,1,True,False,False,True,Junior
36.0,86.82,231.33,181.44,115.67,2.6644782308223913,2.0898410504492055,4,False,False,False,False,Open
29.0,55.0,117.5,147.5,55.0,2.1363636363636362,2.6818181818181817,1,True,False,False,False,Open
24.5,88.2,192.5,215.0,127.5,2.1825396825396823,2.437641723356009,1,True,False,False,True,Open
27.5,119.25,320.0,305.0,222.5,2.6834381551362685,2.557651991614256,1,True,False,False,True,Open
18.0,96.07,192.5,260.0,145.0,2.0037472676173627,2.7063599458728014,1,True,False,False,True,Junior
41.5,124.58,330.0,285.0,280.0,2.648900305024884,2.287686627066945,3,False,True,False,True,Masters 1
28.0,80.0,230.0,252.5,130.0,2.875,3.15625,2,False,False,True,True,Open
29.0,73.6,192.5,202.5,110.0,2.6154891304347827,2.7513586956521743,2,False,False,True,False,Open
41.0,82.3,190.0,195.0,117.5,2.3086269744835968,2.3693803159173754,2,False,False,True,True,Masters 1
33.5,57.8,202.5,200.0,145.0,3.503460207612457,3.4602076124567476,1,True,False,False,True,Open
18.0,56.0,95.5,122.5,50.0,1.7053571428571428,2.1875,1,True,False,False,False,Junior
30.5,80.1,155.0,175.0,85.0,1.9350811485642947,2.184769038701623,1,True,False,False,True,Open
44.5,51.7,97.5,132.5,60.0,1.885880077369439,2.5628626692456478,1,True,False,False,False,Masters 1
31.5,75.0,292.5,305.0,222.5,3.9,4.066666666666666,3,False,True,False,True,Open
28.0,74.6,200.0,250.0,127.5,2.680965147453083,3.3512064343163543,1,True,False,False,True,Open
23.0,97.25,207.5,240.0,147.5,2.133676092544987,2.467866323907455,1,True,False,False,True,Open
28.0,127.2,192.5,210.0,155.0,1.5133647798742138,1.650943396226415,1,True,False,False,True,Open
47.0,97.2,292.5,242.5,197.5,3.009259259259259,2.4948559670781894,4,False,False,False,True,Masters 1
21.0,122.4,232.5,282.5,150.0,1.8995098039215685,2.308006535947712,1,True,False,False,True,Junior
34.0,98.9,250.0,235.0,230.0,2.5278058645096055,2.3761375126390294,3,False,True,False,True,Open
19.0,74.8,202.5,227.5,132.5,2.7072192513368987,3.0414438502673797,1,True,False,False,True,Junior
22.5,81.9,172.5,245.0,135.0,2.1062271062271063,2.991452991452991,1,True,False,False,True,Junior
22.0,123.3,207.5,260.0,130.0,1.6828872668288728,2.10867802108678,2,False,False,True,True,Junior
17.0,43.5,100.0,110.0,45.0,2.2988505747126435,2.528735632183908,3,False,True,False,False,Sub-Junior
25.5,88.4,200.0,215.0,125.0,2.262443438914027,2.432126696832579,1,True,False,False,True,Open
33.0,64.2,90.0,167.5,60.0,1.4018691588785046,2.6090342679127723,2,False,False,True,False,Open
31.5,156.85,392.5,320.0,215.0,2.5023908192540647,2.040165763468282,1,True,False,False,True,Open
20.0,81.24,227.5,272.5,122.5,2.8003446578040374,3.35425898572132,1,True,False,False,True,Junior
21.5,64.1,155.0,192.5,85.0,2.418096723868955,3.0031201248049926,1,True,False,False,True,Junior
29.664699599465955,73.5,175.0,195.0,107.5,2.380952380952381,2.6530612244897958,1,True,False,False,True,Open
22.0,59.56,120.0,152.5,75.0,2.0147750167897915,2.5604432505036936,1,True,False,False,False,Junior
36.0,73.0,172.5,175.0,87.5,2.363013698630137,2.3972602739726026,2,False,False,True,False,Open
24.5,81.45,170.0,210.0,142.5,2.087170042971148,2.578268876611418,1,True,False,False,True,Open
30.5,82.4,110.0,140.0,65.0,1.3349514563106795,1.6990291262135921,1,True,False,False,False,Open
21.0,102.51,220.0,65.0,25.0,2.1461320846746657,0.6340844795629694,1,True,False,False,True,Junior
25.0,74.35,142.5,160.0,70.0,1.9166106254203095,2.1519838601210495,1,True,False,False,False,Open
35.0,68.76,100.0,125.0,65.0,1.4543339150668992,1.8179173938336242,1,True,False,False,False,Open
23.0,58.97,135.0,157.5,92.5,2.289299643886722,2.6708495845345093,1,True,False,False,True,Open
17.0,122.47,226.8,249.48,131.54,1.8518820935739366,2.03707030293133,2,False,False,True,True,Sub-Junior
34.5,71.05,105.0,127.5,55.0,1.477832512315271,1.7945109078114005,1,True,False,False,False,Open
18.0,73.4,110.0,145.0,140.0,1.4986376021798364,1.975476839237057,3,False,True,False,True,Junior
22.0,87.14,197.5,240.0,120.0,2.2664677530410833,2.7541886619233416,1,True,False,False,True,Junior
47.0,114.76,227.5,305.0,170.0,1.9823980481003833,2.6577204600906237,2,False,False,True,True,Masters 1
32.5,81.35,190.0,207.5,135.0,2.335586969883221,2.5507068223724647,1,True,False,False,True,Open
15.5,70.97,150.0,145.0,92.5,2.1135691137100183,2.0431168099196846,3,False,True,False,False,Sub-Junior
21.5,56.55,100.0,137.5,74.5,1.7683465959328029,2.431476569407604,1,True,False,False,False,Junior
17.5,73.2,155.0,180.0,85.0,2.1174863387978142,2.459016393442623,1,True,False,False,True,Sub-Junior
19.5,103.48,295.0,310.0,172.5,2.850792423656745,2.995747970622342,1,True,False,False,True,Junior
22.0,87.5,210.0,250.0,145.0,2.4,2.857142857142857,1,True,False,False,True,Junior
20.0,67.2,60.0,100.0,47.5,0.8928571428571428,1.4880952380952381,1,True,False,False,False,Junior
28.0,80.3,150.0,160.0,70.0,1.8679950186799503,1.9925280199252802,1,True,False,False,False,Open
18.0,69.75,110.0,100.0,37.5,1.5770609318996416,1.4336917562724014,2,False,False,True,False,Junior
36.5,90.82,295.0,280.0,215.0,3.2481832195551643,3.0830213609337154,3,False,True,False,True,Open
25.5,81.25,120.0,155.0,65.0,1.476923076923077,1.9076923076923078,1,True,False,False,False,Open
24.0,47.4,110.0,125.0,67.5,2.320675105485232,2.6371308016877637,2,False,False,True,False,Open
31.0,97.52,174.63,229.06,92.99,1.7907095980311731,2.348851517637408,2,False,False,True,True,Open
27.5,68.3,125.0,140.0,62.5,1.8301610541727673,2.0497803806734995,1,True,False,False,False,Open
25.0,151.0,242.5,250.0,215.5,1.6059602649006623,1.6556291390728477,1,True,False,False,True,Open
23.5,69.1,132.5,147.5,65.0,1.9175108538350218,2.1345875542691752,1,True,False,False,False,Open
29.0,99.4,230.0,277.5,175.0,2.3138832997987926,2.7917505030181085,1,True,False,False,True,Open
24.0,59.51,115.67,127.01,47.63,1.9437069400100824,2.1342631490505797,3,False,True,False,False,Open
19.5,60.01,100.0,107.5,62.5,1.6663889351774706,1.7913681053157808,3,False,True,False,False,Junior
34.5,81.75,230.0,275.0,142.5,2.8134556574923546,3.363914373088685,1,True,False,False,True,Open
43.5,75.1,90.0,97.5,57.5,1.1984021304926766,1.2982689747003995,1,True,False,False,False,Masters 1
21.0,48.2,85.0,130.0,65.0,1.7634854771784232,2.697095435684647,1,True,False,False,False,Junior
24.0,98.8,245.0,300.0,172.5,2.479757085020243,3.0364372469635628,1,True,False,False,True,Open
38.5,58.34,175.0,190.0,140.0,2.9996571820363385,3.2567706547823105,1,True,False,False,True,Masters 1
64.5,73.6,170.0,160.0,95.0,2.3097826086956523,2.173913043478261,1,True,False,False,True,Masters 3
30.5,73.2,120.0,167.5,102.5,1.639344262295082,2.2882513661202184,1,True,False,False,True,Open
21.5,77.65,135.0,210.0,105.0,1.7385705086928525,2.704443013522215,1,True,False,False,True,Junior
37.5,117.7,245.0,225.0,200.0,2.0815632965165674,1.9116397621070518,1,True,False,False,True,Open
39.0,71.12,180.0,190.0,120.0,2.5309336332958376,2.6715410573678287,2,False,False,True,False,Masters 1
24.5,104.8,235.0,280.0,165.0,2.2423664122137406,2.67175572519084,1,True,False,False,True,Open
25.0,91.6,202.5,252.5,135.0,2.210698689956332,2.7565502183406116,1,True,False,False,True,Open
35.0,131.5,135.0,152.5,117.5,1.026615969581749,1.1596958174904943,1,True,False,False,True,Open
37.0,98.43,210.92,249.48,138.35,2.142842629279691,2.5345931118561413,2,False,False,True,True,Open
41.0,73.6,292.5,260.0,197.5,3.974184782608696,3.5326086956521743,3,False,True,False,True,Masters 1
24.0,72.5,160.0,212.5,127.5,2.206896551724138,2.9310344827586206,1,True,False,False,True,Open
23.0,125.0,325.0,320.0,220.0,2.6,2.56,2,False,False,True,True,Open
16.0,73.16,130.0,157.5,82.5,1.7769272826681248,2.1528157463094586,2,False,False,True,False,Sub-Junior
21.5,65.45,130.0,217.5,85.0,1.9862490450725745,3.3231474407944996,1,True,False,False,True,Junior
40.0,99.5,152.5,200.0,122.5,1.5326633165829147,2.0100502512562812,1,True,False,False,True,Masters 1
51.5,65.4,77.5,122.5,47.5,1.1850152905198776,1.8730886850152904,1,True,False,False,False,Masters 2
48.0,120.54,227.5,227.5,150.0,1.8873403019744481,1.8873403019744481,3,False,True,False,True,Masters 1
21.0,98.79,180.0,205.0,120.0,1.8220467658669905,2.0751088166818503,1,True,False,False,True,Junior
30.0,87.9,180.0,230.0,125.0,2.04778156996587,2.6166097838452784,1,True,False,False,True,Open
31.0,81.83,275.0,280.0,175.0,3.360625687400709,3.4217279726261762,3,False,True,False,True,Open
24.0,88.9,192.5,235.0,120.0,2.165354330708661,2.6434195725534306,1,True,False,False,True,Open
18.5,76.8,205.0,237.5,137.5,2.6692708333333335,3.092447916666667,1,True,False,False,True,Junior
21.5,80.75,167.5,212.5,140.0,2.0743034055727554,2.6315789473684212,1,True,False,False,True,Junior
21.0,109.59,237.5,260.0,142.5,2.1671685372752987,2.372479240806643,1,True,False,False,True,Junior
36.0,107.0,160.0,265.0,160.0,1.4953271028037383,2.4766355140186915,1,True,False,False,True,Open
41.5,103.05,227.5,260.0,165.0,2.2076661814653082,2.523047064531781,1,True,False,False,True,Masters 1
20.0,81.3,187.5,227.5,130.0,2.3062730627306274,2.798277982779828,1,True,False,False,True,Junior
27.0,99.6,220.0,282.5,155.0,2.208835341365462,2.8363453815261046,2,False,False,True,True,Open
23.5,103.0,295.0,300.0,182.5,2.8640776699029127,2.912621359223301,1,True,False,False,True,Open
33.5,67.4,257.5,290.0,147.5,3.8204747774480707,4.3026706231454,3,False,True,False,True,Open
24.5,83.8,147.5,157.5,80.0,1.760143198090692,1.8794749403341289,1,True,False,False,False,Open
28.5,70.36,195.0,222.5,130.0,2.771461057418988,3.1623081296191016,1,True,False,False,True,Open
27.5,62.38,120.0,152.5,75.0,1.923693491503687,2.4446938121192687,1,True,False,False,False,Open
34.0,125.83,250.0,292.5,190.0,1.986807597552253,2.324564889136136,1,True,False,False,True,Open
28.5,86.1,155.0,200.0,100.0,1.8002322880371662,2.3228803716608595,1,True,False,False,True,Open
21.5,70.05,160.0,167.5,80.0,2.2840827980014278,2.3911491791577446,1,True,False,False,False,Junior
25.5,72.7,175.0,207.5,130.0,2.407152682255846,2.854195323246217,1,True,False,False,True,Open
40.5,65.6,152.5,175.0,80.0,2.3246951219512195,2.6676829268292686,3,False,True,False,False,Masters 1
15.0,90.0,124.74,113.4,77.11,1.386,1.26,3,False,True,False,True,Sub-Junior
27.5,100.5,195.0,190.0,127.5,1.9402985074626866,1.890547263681592,1,True,False,False,True,Open
29.664699599465955,80.24,220.0,230.0,172.5,2.741774675972084,2.8664007976071786,1,True,False,False,True,Open
26.0,129.46,300.0,280.0,240.0,2.317318090529893,2.1628302178279,3,False,True,False,True,Open
61.0,113.6,205.0,205.0,135.0,1.8045774647887325,1.8045774647887325,3,False,True,False,True,Masters 3
32.0,94.8,227.5,250.0,160.0,2.399789029535865,2.6371308016877637,2,False,False,True,True,Open
30.0,62.3,85.0,125.0,45.0,1.3643659711075442,2.0064205457463884,1,True,False,False,False,Open
61.0,97.9,250.0,225.0,155.0,2.553626149131767,2.29826353421859,4,False,False,False,True,Masters 3
19.5,73.7,182.5,227.5,122.5,2.4762550881953866,3.0868385345997287,1,True,False,False,True,Junior
42.5,82.98,150.0,227.5,253.0,1.8076644974692697,2.741624487828392,3,False,True,False,True,Masters 1
20.5,91.7,197.5,247.5,132.5,2.153762268266085,2.699018538713195,1,True,False,False,True,Junior
46.0,96.65,227.5,267.5,187.5,2.353854112778065,2.767718572167615,2,False,False,True,True,Masters 1
18.5,61.1,87.5,120.0,45.0,1.4320785597381342,1.9639934533551555,3,False,True,False,False,Junior
20.5,79.2,205.0,250.0,120.0,2.5883838383838382,3.1565656565656566,1,True,False,False,True,Junior
40.0,90.55,155.0,185.0,130.0,1.7117614577581448,2.0430701270016565,1,True,False,False,True,Masters 1
20.5,72.0,135.0,170.0,97.5,1.875,2.361111111111111,1,True,False,False,True,Junior
27.0,55.6,115.0,135.0,60.0,2.068345323741007,2.4280575539568345,2,False,False,True,False,Open
31.0,95.7,190.0,210.0,147.5,1.9853709508881923,2.19435736677116,1,True,False,False,True,Open
27.0,80.7,175.0,227.5,125.0,2.168525402726146,2.81908302354399,1,True,False,False,True,Open
52.0,110.0,232.5,147.5,157.5,2.1136363636363638,1.3409090909090908,1,True,False,False,True,Masters 2
19.5,71.0,130.0,155.0,82.5,1.8309859154929577,2.183098591549296,1,True,False,False,False,Junior
25.5,68.5,140.0,155.0,55.0,2.0437956204379564,2.2627737226277373,1,True,False,False,False,Open
19.0,73.3,165.0,182.5,127.5,2.251023192360164,2.489768076398363,2,False,False,True,True,Junior
41.0,76.3,82.5,95.0,52.5,1.0812581913499346,1.2450851900393185,2,False,False,True,False,Masters 1
46.0,66.0,175.0,190.0,117.5,2.6515151515151514,2.878787878787879,2,False,False,True,False,Masters 1
20.0,97.98,167.83,185.97,122.47,1.7129005919575424,1.8980404164115126,2,False,False,True,True,Junior
50.5,65.78,242.5,230.0,97.5,3.686530860443904,3.4965034965034962,3,False,True,False,True,Masters 2
33.0,89.9,150.0,205.0,97.5,1.668520578420467,2.2803114571746383,1,True,False,False,True,Open
34.0,55.0,115.0,135.0,55.0,2.090909090909091,2.4545454545454546,2,False,False,True,False,Open
26.5,62.13,125.0,162.5,72.5,2.0119105102205053,2.615483663286657,1,True,False,False,False,Open
30.0,107.86,227.5,247.5,157.5,2.1092156499165586,2.2946412015575746,1,True,False,False,True,Open
28.5,73.1,217.5,240.0,155.0,2.975376196990424,3.2831737346101235,1,True,False,False,True,Open
34.0,78.2,147.5,160.0,125.0,1.8861892583120203,2.0460358056265986,1,True,False,False,True,Open
22.0,79.8,200.0,260.0,140.0,2.5062656641604013,3.2581453634085213,2,False,False,True,True,Junior
23.0,87.4,185.0,242.5,130.0,2.116704805491991,2.774599542334096,1,True,False,False,True,Open
24.0,98.6,285.0,347.5,165.0,2.8904665314401625,3.5243407707910754,1,True,False,False,True,Open
17.0,81.65,155.0,180.0,100.0,1.8983466013472137,2.204531537048377,1,True,False,False,True,Sub-Junior
26.0,116.3,130.0,165.0,57.5,1.117798796216681,1.418744625967326,1,True,False,False,False,Open
24.5,65.14,200.0,217.5,125.0,3.070310101320233,3.3389622351857535,1,True,False,False,True,Open
28.5,125.3,175.0,272.5,162.5,1.3966480446927374,2.174780526735834,1,True,False,False,True,Open
65.5,99.77,182.5,220.5,145.0,1.8292071765059639,2.2100831913400825,1,True,False,False,True,Masters 3
47.5,82.8,260.0,245.0,185.0,3.140096618357488,2.958937198067633,3,False,True,False,True,Masters 1
23.0,91.9,205.0,245.0,150.0,2.2306855277475517,2.665941240478781,1,True,False,False,True,Open
27.0,156.31,410.0,320.0,255.0,2.622992770776022,2.0472138698739686,2,False,False,True,True,Open
20.5,76.0,150.0,205.0,87.5,1.9736842105263157,2.6973684210526314,1,True,False,False,True,Junior
30.0,61.8,80.0,87.5,45.0,1.2944983818770228,1.4158576051779936,1,True,False,False,False,Open
51.5,71.3,100.0,145.0,62.5,1.402524544179523,2.0336605890603088,1,True,False,False,False,Masters 2
38.0,89.9,192.5,260.0,150.0,2.141268075639599,2.8921023359288096,1,True,False,False,True,Masters 1
35.5,60.65,122.5,150.0,72.5,2.019785655399835,2.47320692497939,1,True,False,False,False,Open
21.5,81.15,257.5,100.0,190.5,3.1731361675908807,1.2322858903265557,1,True,False,False,True,Junior
35.5,76.8,230.0,222.5,147.5,2.994791666666667,2.897135416666667,3,False,True,False,False,Open
18.5,95.1,92.5,135.0,47.5,0.9726603575184017,1.4195583596214512,3,False,True,False,False,Junior
21.0,88.3,207.5,200.0,147.5,2.3499433748584373,2.2650056625141564,2,False,False,True,True,Junior
30.0,99.79,240.0,272.5,170.0,2.4050506062731736,2.7307345425393326,2,False,False,True,True,Open
22.5,82.09,260.0,250.0,157.5,3.1672554513339017,3.0454379339749056,1,True,False,False,True,Junior
22.5,73.3,152.5,182.5,90.0,2.0804911323328787,2.489768076398363,1,True,False,False,True,Junior
43.5,66.94,260.0,235.0,100.0,3.884075291305647,3.5106065132954885,3,False,True,False,True,Masters 1
41.0,174.0,235.0,210.0,165.0,1.3505747126436782,1.206896551724138,1,True,False,False,True,Masters 1
23.5,79.4,145.0,190.0,102.5,1.8261964735516372,2.392947103274559,1,True,False,False,True,Open
21.5,82.8,227.5,242.5,125.0,2.747584541062802,2.928743961352657,1,True,False,False,True,Junior
31.0,99.79,177.5,230.0,125.0,1.778735344222868,2.3048401643451246,1,True,False,False,True,Open
64.0,86.64,263.08,226.8,113.4,3.036472760849492,2.6177285318559558,4,False,False,False,True,Masters 3
25.5,56.4,90.0,105.0,42.5,1.5957446808510638,1.8617021276595744,1,True,False,False,False,Open
25.5,70.5,155.0,177.5,122.5,2.198581560283688,2.517730496453901,1,True,False,False,True,Open
22.5,65.89,205.0,233.0,135.0,3.1112460160874185,3.536196691455456,1,True,False,False,True,Junior
30.5,101.0,160.0,212.5,110.0,1.5841584158415842,2.103960396039604,1,True,False,False,True,Open
27.5,84.8,180.0,255.0,120.0,2.1226415094339623,3.0070754716981134,1,True,False,False,True,Open
41.0,52.8,87.5,110.0,57.5,1.6571969696969697,2.0833333333333335,1,True,False,False,False,Masters 1
29.0,74.2,175.0,205.0,107.5,2.3584905660377355,2.7628032345013476,1,True,False,False,True,Open
34.0,114.6,330.0,320.0,235.0,2.8795811518324608,2.7923211169284468,2,False,False,True,True,Open
26.5,71.5,135.0,157.5,50.0,1.8881118881118881,2.202797202797203,1,True,False,False,False,Open
57.5,73.3,185.0,205.0,102.5,2.5238744884038202,2.796725784447476,1,True,False,False,True,Masters 2
66.0,67.0,112.5,180.0,97.5,1.6791044776119404,2.6865671641791047,1,True,False,False,True,Masters 3
18.5,58.6,207.5,207.5,90.0,3.540955631399317,3.540955631399317,3,False,True,False,True,Junior
26.5,105.0,252.5,227.5,185.0,2.4047619047619047,2.1666666666666665,1,True,False,False,True,Open
46.0,116.94,137.5,147.5,100.0,1.175816658115273,1.2613305968872925,1,True,False,False,False,Masters 1
34.0,82.1,192.41,227.48,174.95,2.343605359317905,2.7707673568818514,1,True,False,False,True,Open
